,Game,Platform,Year_of_Release,Genre,Publisher,Critic_Score,User_Score,Developer,ESRB Rating,Composer,Composer Birthday,Composer Rank,Composer Rating,VGMDB Soundtrack Rating,VGMDB Soundtrack Popularity,mp3 Downloads Rank
1255,Grandia Ii,PS2,2002,Role-Playing,Ubisoft,71.0,8.6,Game Arts,T,Noriyuki Iwadare,1964-04-28,7123.0,4.05,3.88,0.1785,
1256,Grandia Ii,PS2,2002,Role-Playing,Ubisoft,71.0,8.6,Game Arts,T,Noriyuki Iwadare,1964-04-28,7123.0,4.05,4.15,0.2776,
1257,Grandia Ii,PS2,2002,Role-Playing,Ubisoft,71.0,8.6,Game Arts,T,Noriyuki Iwadare,1964-04-28,7123.0,4.05,4.26,0.3396,
1258,Grandia Ii,DC,2000,Role-Playing,Ubisoft,90.0,8.8,Game Arts,T,Noriyuki Iwadare,1964-04-28,7123.0,4.05,3.88,0.1785,
1259,Grandia Ii,DC,2000,Role-Playing,Ubisoft,90.0,8.8,Game Arts,T,Noriyuki Iwadare,1964-04-28,7123.0,4.05,4.15,0.2776,
1260,Grandia Ii,DC,2000,Role-Playing,Ubisoft,90.0,8.8,Game Arts,T,Noriyuki Iwadare,1964-04-28,7123.0,4.05,4.26,0.3396,
1261,Deathsmiles,X360,2009,Shooter,Rising Star Games,76.0,8.4,Cave,T,Kenji Ito,1968-07-05,7488.0,4.02,3.52,0.1367,
1262,Deathsmiles,X360,2009,Shooter,Rising Star Games,76.0,8.4,Cave,T,Kenji Ito,1968-07-05,7488.0,4.02,3.9,0.1796,
1263,Deathsmiles,X360,2009,Shooter,Rising Star Games,76.0,8.4,Cave,T,Kenji Ito,1968-07-05,7488.0,4.02,4.24,0.2958,
1264,Deathsmiles,X360,2009,Shooter,Rising Star Games,76.0,8.4,Cave,T,Manabu Namiki,1971-09-13,6391.0,4.1,3.52,0.1367,
1265,Deathsmiles,X360,2009,Shooter,Rising Star Games,76.0,8.4,Cave,T,Manabu Namiki,1971-09-13,6391.0,4.1,3.9,0.1796,
1266,Deathsmiles,X360,2009,Shooter,Rising Star Games,76.0,8.4,Cave,T,Manabu Namiki,1971-09-13,6391.0,4.1,4.24,0.2958,
1267,Panzer Dragoon Orta,XB,2002,Shooter,Sega,90.0,8.5,Smilebit,T,Saori Kobayashi,,5781.0,4.14,4.5,0.1113,
1268,Panzer Dragoon Orta,XB,2002,Shooter,Sega,90.0,8.5,Smilebit,T,Saori Kobayashi,,5781.0,4.14,4.32,0.1378,
1269,Ace Attorney Investigations 2,DS,2011,Adventure,Capcom,,,,,Noriyuki Iwadare,1964-04-28,7123.0,4.05,,,755.0
1270,Luminous Arc,DS,2007,Role-Playing,Rising Star Games,70.0,7,Image Epoch, Imageepoch,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.73,0.0796,
1271,Angry Birds,PC,2011,Puzzle,Focus Home Interactive,,7.3,Rovio Mobile, Rovio Entertainment,Ari Pulkkinen,1982-01-15,8303.0,3.95,,,184.0
1272,Final Fantasy Xi: Treasures Of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,87.0,7.1,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.95,0.1492,
1273,Breath Of Fire,GBA,2001,Role-Playing,Ubisoft,79.0,8.8,Capcom,E,Akari Kaida,1974-01-10,7252.0,4.04,4.59,0.3599,
1274,Breath Of Fire,GBA,2001,Role-Playing,Ubisoft,79.0,8.8,Capcom,E,Alph Lyla,,,,4.59,0.3599,
1275,Breath Of Fire,GBA,2001,Role-Playing,Ubisoft,79.0,8.8,Capcom,E,Yoko Shimomura,1967-10-19,6964.0,4.06,4.59,0.3599,
1276,Phantasy Star Online,DC,2000,Role-Playing,Sega,89.0,9.1,Sonic Team,T,Jun Senoue,1970-08-02,6091.0,4.12,4.23,0.11,
1277,Phantasy Star Online,DC,2000,Role-Playing,Sega,89.0,9.1,Sonic Team,T,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.23,0.11,
1278,Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,,,,,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.2,0.2293,
1279,Treasure Hunter G,SNES,1996,Role-Playing,SquareSoft,,,,,Masaharu Iwata,1966-10-26,6417.0,4.1,4.2,0.2293,
1280,Ridge Racer 6,X360,2005,Racing,Namco Bandai Games,74.0,7.1,Namco,E,Yuu Miyake,1973-11-19,7946.0,3.99,3.79,0.1444,
1281,Arc Rise Fantasia,Wii,2009,Role-Playing,Marvelous Interactive,64.0,7.8,Image Epoch, Imageepoch,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.24,0.1548,
1282,Let's Tap,Wii,2008,Misc,Sega,70.0,6.6,Prope,E,Shinji Hosoe,1967-02-28,8140.0,3.97,3.75,0.1051,
1283,Heroes Of Mana,DS,2007,Strategy,Square Enix,66.0,tbd,Brownie Brown,E10+,Yoko Shimomura,1967-10-19,6964.0,4.06,3.9,0.156,
1284,Phantom Brave,PS2,2004,Role-Playing,Tecmo Koei,81.0,7.9,Nippon Ichi Software,T,Tenpei Sato,,9462.0,3.78,4.13,0.1241,
1285,Guilty Gear,PS,1998,Fighting,Virgin Interactive,,,,,Daisuke Ishiwatari,,6892.0,4.07,4.14,0.187,
1286,Guilty Gear,PS,1998,Fighting,Virgin Interactive,,,,,Daisuke Ishiwatari,,6892.0,4.07,4.42,0.2181,
1287,Final Fantasy Xi: Rise Of The Zilart,PS2,2003,Role-Playing,Square Enix,,,,,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.98,0.1545,
1288,Warcraft Iii: Reign Of Chaos,PC,2002,Strategy,Vivendi Games,92.0,9.1,Blizzard Entertainment,T,Matt Uelmen,1972-07-31,4317.0,4.22,,,552.0
1289,Warcraft Iii: Reign Of Chaos,PC,2002,Strategy,Vivendi Games,92.0,9.1,Blizzard Entertainment,T,Russell Brower,,9434.0,3.78,,,552.0
1290,Contra Iii: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,,,,,Miki Higashino,1968-01-01,4368.0,4.22,,,769.0
1291,Diablo Ii,PC,2000,Role-Playing,Havas Interactive,88.0,8.8,Blizzard North,M,Matt Uelmen,1972-07-31,4317.0,4.22,4.18,0.0671,
1292,Diablo Ii,PC,2000,Role-Playing,Havas Interactive,88.0,8.8,Blizzard North,M,Matt Uelmen,1972-07-31,4317.0,4.22,4.5,0.087,
1293,Diablo Ii,PC,2000,Role-Playing,Havas Interactive,88.0,8.8,Blizzard North,M,Russell Brower,,9434.0,3.78,4.18,0.0671,
1294,Diablo Ii,PC,2000,Role-Playing,Havas Interactive,88.0,8.8,Blizzard North,M,Russell Brower,,9434.0,3.78,4.5,0.087,
1295,Grand Knights History,PSP,2011,Role-Playing,Marvelous Interactive,,,Vanillaware,,Masaharu Iwata,1966-10-26,6417.0,4.1,4.12,0.1695,
1296,Mystic Ark,SNES,1995,Role-Playing,Enix Corporation,,,,,Akihiko Mori,,5422.0,4.16,4.28,0.1742,
1297,Baroque,PS2,2007,Role-Playing,Rising Star Games,60.0,8.8,Sting,T,Masaharu Iwata,1966-10-26,6417.0,4.1,3.92,0.1235,220.0
1298,Baroque,PS2,2007,Role-Playing,Rising Star Games,60.0,8.8,Sting,T,Masaharu Iwata,1966-10-26,6417.0,4.1,4.25,0.2057,220.0
1299,Baroque,Wii,2008,Role-Playing,Rising Star Games,50.0,8.1,Sting,T,Masaharu Iwata,1966-10-26,6417.0,4.1,3.92,0.1235,220.0
1300,Baroque,Wii,2008,Role-Playing,Rising Star Games,50.0,8.1,Sting,T,Masaharu Iwata,1966-10-26,6417.0,4.1,4.25,0.2057,220.0
1301,Last Ranker,PSP,2010,Role-Playing,Capcom,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,4.49,0.2821,
1302,Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,79.0,7.8,Arc System Works,T,Daisuke Ishiwatari,,6892.0,4.07,3.79,0.1339,
1303,Psychonauts,XB,2005,Platform,THQ,88.0,9,Double Fine Productions,T,Peter McConnell,,8336.0,3.95,3.64,0.073,
1304,Psychonauts,PS2,2005,Platform,Majesco Entertainment,86.0,8.7,BudCat,T,Peter McConnell,,8336.0,3.95,3.64,0.073,
1305,Ash: Archaic Sealed Heat,DS,2007,Role-Playing,Nintendo,,,Mistwalker,E10+,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,3.54,0.1225,
1306,Soma Bringer,DS,2008,Role-Playing,Nintendo,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.19,0.2546,
1307,Opoona,Wii,2007,Role-Playing,Tecmo Koei,65.0,7.7,ArtePiazza,E10+,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.5,0.3041,
1308,Opoona,Wii,2007,Role-Playing,Tecmo Koei,65.0,7.7,ArtePiazza,E10+,Manabu Namiki,1971-09-13,6391.0,4.1,4.5,0.3041,
1309,Opoona,Wii,2007,Role-Playing,Tecmo Koei,65.0,7.7,ArtePiazza,E10+,Masaharu Iwata,1966-10-26,6417.0,4.1,4.5,0.3041,
1310,Guilty Gear Isuka,PS2,2004,Fighting,505 Games,73.0,7.5,Arc System Works,T,Daisuke Ishiwatari,,6892.0,4.07,3.82,0.1251,
1311,Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,82.0,8.5,Treasure,T,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.25,0.3396,
1312,Shin Megami Tensei,PS,2001,Role-Playing,Atlus,,,,,Shoji Meguro,1971-06-04,7891.0,3.99,3.55,0.0729,
1313,Shin Megami Tensei,PS,2001,Role-Playing,Atlus,,,,,Shoji Meguro,1971-06-04,7891.0,3.99,3.79,0.0913,
1314,Shin Megami Tensei,PS,2001,Role-Playing,Atlus,,,,,Shoji Meguro,1971-06-04,7891.0,3.99,3.62,0.1587,
1315,Blood Of Bahamut,DS,2009,Role-Playing,Square Enix,,,,,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.86,0.1034,
1316,Final Fantasy Vi,PS,1999,Role-Playing,Sony Computer Entertainment,,,,,Jake Kaufman,1981-04-03,5995.0,4.12,3.7,0.0744,
1317,Final Fantasy Vi,PS,1999,Role-Playing,Sony Computer Entertainment,,,,,Jake Kaufman,1981-04-03,5995.0,4.12,4.23,0.1119,
1318,Final Fantasy Vi,PS,1999,Role-Playing,Sony Computer Entertainment,,,,,Jake Kaufman,1981-04-03,5995.0,4.12,3.61,0.164,
1319,Final Fantasy Vi,PS,1999,Role-Playing,Sony Computer Entertainment,,,,,Jake Kaufman,1981-04-03,5995.0,4.12,4.8,0.1689,
1320,Final Fantasy Vi,PS,1999,Role-Playing,Sony Computer Entertainment,,,,,Jake Kaufman,1981-04-03,5995.0,4.12,3.96,0.2699,
1321,Final Fantasy Vi,PS,1999,Role-Playing,Sony Computer Entertainment,,,,,Jake Kaufman,1981-04-03,5995.0,4.12,3.94,0.3599,
1322,Final Fantasy Vi,PS,1999,Role-Playing,Sony Computer Entertainment,,,,,Jake Kaufman,1981-04-03,5995.0,4.12,4.65,0.8424,
1323,Stella Deus: The Gate Of Eternity,PS2,2004,Strategy,505 Games,75.0,8,Pinegrow,T,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,3.89,0.1619,
1324,Streets Of Rage 3,GEN,1993,Action,Sega,,,,,Yuzo Koshiro,1967-12-12,5913.0,4.13,,,939.0
1325,Kanon,DC,2000,Adventure,NEC Interchannel,,,,,Jun Maeda,1975-01-03,4985.0,4.19,3.86,0.0785,
1326,Kanon,DC,2000,Adventure,NEC Interchannel,,,,,Jun Maeda,1975-01-03,4985.0,4.19,4.43,0.166,
1327,Kanon,DC,2000,Adventure,NEC Interchannel,,,,,Magome Togoshi,,5972.0,4.12,3.86,0.0785,
1328,Kanon,DC,2000,Adventure,NEC Interchannel,,,,,Magome Togoshi,,5972.0,4.12,4.43,0.166,
1329,Kanon,DC,2000,Adventure,NEC Interchannel,,,,,Shinji Orito,1973-07-30,5610.0,4.15,3.86,0.0785,
1330,Kanon,DC,2000,Adventure,NEC Interchannel,,,,,Shinji Orito,1973-07-30,5610.0,4.15,4.43,0.166,
1331,The Witcher,PC,2007,Role-Playing,Atari,81.0,8.8,CD Projekt Red Studio,M,Mark Knight,1973-01-08,,,3.68,0.0768,
1332,Burning Rangers,SAT,1998,Platform,Sega,,,,,Jun Senoue,1970-08-02,6091.0,4.12,4.29,0.0933,
1333,Burning Rangers,SAT,1998,Platform,Sega,,,,,Tomoya Ohtani,1974-07-01,5079.0,4.18,4.29,0.0933,
1334,Grimgrimoire,PS2,2007,Strategy,Tecmo Koei,79.0,7.9,Vanilla Ware,E10+,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,3.5,0.0843,
1335,Starcraft,PC,1998,Strategy,Activision,88.0,9.1,Blizzard Entertainment,T,Matt Uelmen,1972-07-31,4317.0,4.22,,,264.0
1336,Starcraft,PC,1998,Strategy,Activision,88.0,9.1,Blizzard Entertainment,T,Russell Brower,,9434.0,3.78,,,264.0
1337,Time Travelers,PSV,2012,Adventure,Level 5,,,,,Tomohito Nishiura,1973-02-13,6999.0,4.06,3.73,0.1123,
1338,Time Travelers,3DS,2012,Adventure,Unknown,,,,,Tomohito Nishiura,1973-02-13,6999.0,4.06,3.73,0.1123,
1339,Time Travelers,PSP,2012,Adventure,Level 5,,,,,Tomohito Nishiura,1973-02-13,6999.0,4.06,3.73,0.1123,
1340,Clannad,PS2,2006,Adventure,Interchannel,,,,,Jun Maeda,1975-01-03,4985.0,4.19,4.12,0.1026,
1341,Clannad,PS2,2006,Adventure,Interchannel,,,,,Jun Maeda,1975-01-03,4985.0,4.19,4.6,0.3024,
1342,Clannad,PS2,2006,Adventure,Interchannel,,,,,Magome Togoshi,,5972.0,4.12,4.12,0.1026,
1343,Clannad,PS2,2006,Adventure,Interchannel,,,,,Magome Togoshi,,5972.0,4.12,4.6,0.3024,
1344,Clannad,PS2,2006,Adventure,Interchannel,,,,,Shinji Orito,1973-07-30,5610.0,4.15,4.12,0.1026,
1345,Clannad,PS2,2006,Adventure,Interchannel,,,,,Shinji Orito,1973-07-30,5610.0,4.15,4.6,0.3024,
1346,Clannad,PSP,2008,Adventure,Prototype,,,,,Jun Maeda,1975-01-03,4985.0,4.19,4.12,0.1026,
1347,Clannad,PSP,2008,Adventure,Prototype,,,,,Jun Maeda,1975-01-03,4985.0,4.19,4.6,0.3024,
1348,Clannad,PSP,2008,Adventure,Prototype,,,,,Magome Togoshi,,5972.0,4.12,4.12,0.1026,
1349,Clannad,PSP,2008,Adventure,Prototype,,,,,Magome Togoshi,,5972.0,4.12,4.6,0.3024,
1350,Clannad,PSP,2008,Adventure,Prototype,,,,,Shinji Orito,1973-07-30,5610.0,4.15,4.12,0.1026,
1351,Clannad,PSP,2008,Adventure,Prototype,,,,,Shinji Orito,1973-07-30,5610.0,4.15,4.6,0.3024,
1352,Clannad,PS3,2011,Adventure,Prototype,,,,,Jun Maeda,1975-01-03,4985.0,4.19,4.12,0.1026,
1353,Clannad,PS3,2011,Adventure,Prototype,,,,,Jun Maeda,1975-01-03,4985.0,4.19,4.6,0.3024,
1354,Clannad,PS3,2011,Adventure,Prototype,,,,,Magome Togoshi,,5972.0,4.12,4.12,0.1026,
1355,Clannad,PS3,2011,Adventure,Prototype,,,,,Magome Togoshi,,5972.0,4.12,4.6,0.3024,
1356,Clannad,PS3,2011,Adventure,Prototype,,,,,Shinji Orito,1973-07-30,5610.0,4.15,4.12,0.1026,
1357,Clannad,PS3,2011,Adventure,Prototype,,,,,Shinji Orito,1973-07-30,5610.0,4.15,4.6,0.3024,
1358,Clannad,X360,2008,Adventure,Prototype,,,,,Jun Maeda,1975-01-03,4985.0,4.19,4.12,0.1026,
1359,Clannad,X360,2008,Adventure,Prototype,,,,,Jun Maeda,1975-01-03,4985.0,4.19,4.6,0.3024,
1360,Clannad,X360,2008,Adventure,Prototype,,,,,Magome Togoshi,,5972.0,4.12,4.12,0.1026,
1361,Clannad,X360,2008,Adventure,Prototype,,,,,Magome Togoshi,,5972.0,4.12,4.6,0.3024,
1362,Clannad,X360,2008,Adventure,Prototype,,,,,Shinji Orito,1973-07-30,5610.0,4.15,4.12,0.1026,
1363,Clannad,X360,2008,Adventure,Prototype,,,,,Shinji Orito,1973-07-30,5610.0,4.15,4.6,0.3024,
1364,Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,,,,,Go Shiina,1974-05-16,5252.0,4.17,4.0,0.0561,
1365,Wangan Midnight,PS3,2007,Racing,Genki,,,,,Yuzo Koshiro,1967-12-12,5913.0,4.13,3.72,0.1182,
1366,Wangan Midnight,PS3,2007,Racing,Genki,,,,,Yuzo Koshiro,1967-12-12,5913.0,4.13,3.56,0.1252,
1367,Wangan Midnight,PS3,2007,Racing,Genki,,,,,Yuzo Koshiro,1967-12-12,5913.0,4.13,4.31,0.2193,
1368,Deathsmiles Ii,X360,2010,Shooter,Cave,,,,,Manabu Namiki,1971-09-13,6391.0,4.1,4.03,0.1296,
1369,Air,PSP,2007,Adventure,Prototype,,,,,Jun Maeda,1975-01-03,4985.0,4.19,4.4,0.2788,
1370,Air,PSP,2007,Adventure,Prototype,,,,,Magome Togoshi,,5972.0,4.12,4.4,0.2788,
1371,Air,PSP,2007,Adventure,Prototype,,,,,Shinji Orito,1973-07-30,5610.0,4.15,4.4,0.2788,
1372,Mushihimesama,X360,2012,Action,Cave,,,,,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.13,0.1251,
1373,Mushihimesama,X360,2012,Action,Cave,,,,,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.0,0.2231,
1374,Mushihimesama,X360,2012,Action,Cave,,,,,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.34,0.2906,
1375,Mushihimesama,X360,2012,Action,Cave,,,,,Manabu Namiki,1971-09-13,6391.0,4.1,4.13,0.1251,
1376,Mushihimesama,X360,2012,Action,Cave,,,,,Manabu Namiki,1971-09-13,6391.0,4.1,4.0,0.2231,
1377,Mushihimesama,X360,2012,Action,Cave,,,,,Manabu Namiki,1971-09-13,6391.0,4.1,4.34,0.2906,
1378,Mushihimesama,X360,2012,Action,Cave,,,,,Masaharu Iwata,1966-10-26,6417.0,4.1,4.13,0.1251,
1379,Mushihimesama,X360,2012,Action,Cave,,,,,Masaharu Iwata,1966-10-26,6417.0,4.1,4.0,0.2231,
1380,Mushihimesama,X360,2012,Action,Cave,,,,,Masaharu Iwata,1966-10-26,6417.0,4.1,4.34,0.2906,
1381,Mushihimesama,X360,2012,Action,Cave,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,4.13,0.1251,
1382,Mushihimesama,X360,2012,Action,Cave,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,4.0,0.2231,
1383,Mushihimesama,X360,2012,Action,Cave,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,4.34,0.2906,
1384,Elvandia Story,PS2,2007,Role-Playing,Spike,,,,,Norihiko Hibino,1973-09-03,7388.0,4.03,4.12,0.1481,
1385,Elvandia Story,PS2,2007,Role-Playing,Spike,,,,,Noriyuki Iwadare,1964-04-28,7123.0,4.05,4.12,0.1481,
1386,Rewrite,PSV,2014,Adventure,Prototype,,,,,Jun Maeda,1975-01-03,4985.0,4.19,4.32,0.101,703.0
1387,Rewrite,PSV,2014,Adventure,Prototype,,,,,Magome Togoshi,,5972.0,4.12,4.32,0.101,703.0
1388,Rewrite,PSV,2014,Adventure,Prototype,,,,,Shinji Orito,1973-07-30,5610.0,4.15,4.32,0.101,703.0
1389,Dodonpachi Saidaioujou,X360,2013,Shooter,Cave,,,,,Manabu Namiki,1971-09-13,6391.0,4.1,3.36,0.0535,
1390,Dodonpachi Saidaioujou,X360,2013,Shooter,Cave,,,,,Manabu Namiki,1971-09-13,6391.0,4.1,3.84,0.1901,
1391,Deus Ex,PC,2000,Role-Playing,Eidos Interactive,90.0,9.3,Ion Storm,M,Alexander Brandon,1974-09-29,6662.0,4.08,4.03,0.0946,
1392,Deus Ex,PC,2000,Role-Playing,Eidos Interactive,90.0,9.3,Ion Storm,M,Michiel van den Bos,1975-05-23,8891.0,3.88,4.03,0.0946,
1393,Dodonpachi Daifukkatsu: Black Label,X360,2011,Shooter,Cave,,,,,Manabu Namiki,1971-09-13,6391.0,4.1,4.5,0.2212,
1394,Trine,PC,2009,Action,Nobilis,80.0,8.2,Frozenbyte, Inc.,Ari Pulkkinen,1982-01-15,8303.0,3.95,4.32,0.0878,
