Soundtrack; Composer; Composer Birthday
Urban Legend in Limbo; Team Shanghai Alice; 1977-03-18
Dr.Latency's Freak Report; Team Shanghai Alice; 1977-03-18
Dateless Bar "Old Adam"; Team Shanghai Alice; 1977-03-18
Highly Responsive to Prayers; Team Shanghai Alice; 1977-03-18
Story of Eastern Wonderland; Team Shanghai Alice; 1977-03-18
Phantasmagoria of Dim.Dream; Team Shanghai Alice; 1977-03-18
Lotus Land Story; Team Shanghai Alice; 1977-03-18
Mystic Square; Team Shanghai Alice; 1977-03-18
Shuusou Gyoku; Team Shanghai Alice; 1977-03-18
Kioh Gyoku; Team Shanghai Alice; 1977-03-18
Torte Le Magic; Team Shanghai Alice; 1977-03-18
10 Carat Torte!; Team Shanghai Alice; 1977-03-18
International League Soccer; Team Shanghai Alice; 1977-03-18
Magic Pengel; Team Shanghai Alice; 1977-03-18
Bujingai; Team Shanghai Alice; 1977-03-18
Graffiti Kingdom; Team Shanghai Alice; 1977-03-18
EXIT; Team Shanghai Alice; 1977-03-18
Curiosities of Lotus Asia; Team Shanghai Alice; 1977-03-18
Touhou Sangetsusei; Team Shanghai Alice; 1977-03-18
Eastern and Little Nature Deity; Team Shanghai Alice; 1977-03-18
Strange and Bright Nature Deity; Team Shanghai Alice; 1977-03-18
Oriental Sacred Place; Team Shanghai Alice; 1977-03-18
Visionary Fairies in Shrine; Team Shanghai Alice; 1977-03-18
Bohemian Archive in Japanese Red; Team Shanghai Alice; 1977-03-18
Perfect Memento in Strict Sense; Team Shanghai Alice; 1977-03-18
Touhou Bōgetsushō; Team Shanghai Alice; 1977-03-18
Silent Sinner in Blue; Team Shanghai Alice; 1977-03-18
Cage in Lunatic Runagate; Team Shanghai Alice; 1977-03-18
Inaba of the Moon and Inaba of the Earth; Team Shanghai Alice; 1977-03-18
The Grimoire of Marisa; Team Shanghai Alice; 1977-03-18
Magus in Mystic Geometries; Team Shanghai Alice; 1977-03-18
Touhou Unreal Mahjong; Team Shanghai Alice; 1977-03-18
The Dawn of Touhou; Team Shanghai Alice; 1977-03-18
The Embodiment of Scarlet Devil; Team Shanghai Alice; 1977-03-18
Perfect Cherry Blossom; Team Shanghai Alice; 1977-03-18
Imperishable Night; Team Shanghai Alice; 1977-03-18
Phantasmagoria of Flower View; Team Shanghai Alice; 1977-03-18
Mountain of Faith; Team Shanghai Alice; 1977-03-18
Subterranean Animism; Team Shanghai Alice; 1977-03-18
Undefined Fantastic Object; Team Shanghai Alice; 1977-03-18
Ten Desires; Team Shanghai Alice; 1977-03-18
Double Dealing Character; Team Shanghai Alice; 1977-03-18
Legacy of Lunatic Kingdom; Team Shanghai Alice; 1977-03-18
Hidden Star in Four Seasons; Team Shanghai Alice; 1977-03-18
Immaterial and Missing Power; Team Shanghai Alice; 1977-03-18
Scarlet Weather Rhapsody; Team Shanghai Alice; 1977-03-18
Touhou Hisōtensoku; Team Shanghai Alice; 1977-03-18
Hopeless Masquerade; Team Shanghai Alice; 1977-03-18
Urban Legend in Limbo; Team Shanghai Alice; 1977-03-18
Antinomy of Common Flowers; Team Shanghai Alice; 1977-03-18
Shoot the Bullet; Team Shanghai Alice; 1977-03-18
Double Spoiler; Team Shanghai Alice; 1977-03-18
Fairy Wars; Team Shanghai Alice; 1977-03-18
Impossible Spell Card; Team Shanghai Alice; 1977-03-18
Violet Detector; Team Shanghai Alice; 1977-03-18
XZR: Hakai no Gūzō; Tenpei Sato; n/a
Cyber City; Tenpei Sato; n/a
Valis II; Tenpei Sato; n/a
Emerald Dragon; Tenpei Sato; n/a
Vain Dream; Tenpei Sato; n/a
Alshark; Tenpei Sato; n/a
Cal; Tenpei Sato; n/a
Beast; Tenpei Sato; n/a
Cal II; Tenpei Sato; n/a
Task Force Harrier EX; Tenpei Sato; n/a
Joker 2; Tenpei Sato; n/a
Beast 2; Tenpei Sato; n/a
Imperium; Tenpei Sato; n/a
Beast 3; Tenpei Sato; n/a
Red: The Adventurous Sequence; Tenpei Sato; n/a
Alvaleak Continent; Tenpei Sato; n/a
Alien vs. Predator; Tenpei Sato; n/a
Shinseiki Odysselya; Tenpei Sato; n/a
Bible Master II: The Chaos of Aglia; Tenpei Sato; n/a
Etemiburu: Tenjoumukyuu; Tenpei Sato; n/a
Magna Braban: Henreki no Yusha; Tenpei Sato; n/a
Alshark (Sega CD); Tenpei Sato; n/a
Super Street Basketball 2; Tenpei Sato; n/a
Eko Eko Azaraku: Wizard of Darkness; Tenpei Sato; n/a
Hard Blow; Tenpei Sato; n/a
Cocktail Harmony; Tenpei Sato; n/a
Rhapsody: A Musical Adventure; Tenpei Sato; n/a
Combat Choro Q; Tenpei Sato; n/a
Little Princess: Puppet Princess of Marl Kingdom; Tenpei Sato; n/a
Magnetic Power Microman: Generation 2000; Tenpei Sato; n/a
Brigandine: Grand Edition; Tenpei Sato; n/a
Real Pool; Tenpei Sato; n/a
Play It Pinball; Tenpei Sato; n/a
Angel's Present: Chronicles of Marl Kingdom; Tenpei Sato; n/a
Gadget Racers; Tenpei Sato; n/a
Marl de Jigsaw; Tenpei Sato; n/a
La Pucelle: Tactics; Tenpei Sato; n/a
Marl Jong!!; Tenpei Sato; n/a
Disgaea: Hour of Darkness; Tenpei Sato; n/a
The Conveni 3; Tenpei Sato; n/a
Baskelian; Tenpei Sato; n/a
Phantom Brave; Tenpei Sato; n/a
Gunslinger Girl Vol. 1; Tenpei Sato; n/a
Gunslinger Girl Vol. 2; Tenpei Sato; n/a
Gunslinger Girl Vol. 3; Tenpei Sato; n/a
Disgaea 2: Cursed Memories; Tenpei Sato; n/a
Numpla & Oekaki Puzzle; Tenpei Sato; n/a
Soul Nomad & the World Eaters; Tenpei Sato; n/a
Prinny: Can I Really Be the Hero?; Tenpei Sato; n/a
Disgaea 3: Absence of Justice; Tenpei Sato; n/a
Disgaea Infinite; Tenpei Sato; n/a
Prinny 2: Dawn of Operation Panties, Dood!; Tenpei Sato; n/a
Disgaea 4: A Promise Unforgotten; Tenpei Sato; n/a
Mugen Souls; Tenpei Sato; n/a
Disgaea D2: A Brighter Darkness; Tenpei Sato; n/a
Mugen Souls Z; Tenpei Sato; n/a
The Witch and The Hundred Knight; Tenpei Sato; n/a
Disgaea 5: Alliance of Vengeance; Tenpei Sato; n/a
Makai Shin Trillion; Tenpei Sato; n/a
MeiQ no Chika ni Shisu; Tenpei Sato; n/a
Labyrinth of Refrain: Coven of Dusk; Tenpei Sato; n/a
Hour of Darkness; Tenpei Sato; n/a
Disgaea 2; Tenpei Sato; n/a
Disgaea 3; Tenpei Sato; n/a
Disgaea 4; Tenpei Sato; n/a
D2: A Brighter Darkness; Tenpei Sato; n/a
Disgaea 5; Tenpei Sato; n/a
Makai Kingdom: Chronicles of the Sacred Tome; Tenpei Sato; n/a
Prinny: Can I Really Be the Hero?; Tenpei Sato; n/a
Disgaea Infinite; Tenpei Sato; n/a
Prinny 2; Tenpei Sato; n/a
Makai Senki Disgaea; Tenpei Sato; n/a
Trillion: God of Destruction; Tenpei Sato; n/a
Puggs in Space; Tim Wright (Welsh musician); 1967-07-31
Awesome; Tim Wright (Welsh musician); 1967-07-31
Carthage; Tim Wright (Welsh musician); 1967-07-31
Tentacle; Tim Wright (Welsh musician); 1967-07-31
The Killing Game Show; Tim Wright (Welsh musician); 1967-07-31
Lemmings; Tim Wright (Welsh musician); 1967-07-31
Shadow of the Beast 2; Tim Wright (Welsh musician); 1967-07-31
Armour-Geddon; Tim Wright (Welsh musician); 1967-07-31
Leander; Tim Wright (Welsh musician); 1967-07-31
Amnios; Tim Wright (Welsh musician); 1967-07-31
Powermonger; Tim Wright (Welsh musician); 1967-07-31
Lost Souls; Tim Wright (Welsh musician); 1967-07-31
Agony; Tim Wright (Welsh musician); 1967-07-31
Aquaventura; Tim Wright (Welsh musician); 1967-07-31
Shadow of the Beast 3; Tim Wright (Welsh musician); 1967-07-31
Lemmings & Oh No! More Lemmings; Tim Wright (Welsh musician); 1967-07-31
Holiday Lemmings; Tim Wright (Welsh musician); 1967-07-31
Puggsy; Tim Wright (Welsh musician); 1967-07-31
Last Action Hero; Tim Wright (Welsh musician); 1967-07-31
Combat Air Patrol; Tim Wright (Welsh musician); 1967-07-31
Phoenix Rising; Tim Wright (Welsh musician); 1967-07-31
Sensible Soccer; Tim Wright (Welsh musician); 1967-07-31
Mary Shelley's Frankenstein; Tim Wright (Welsh musician); 1967-07-31
Bram Stoker's Dracula; Tim Wright (Welsh musician); 1967-07-31
Microcosm; Tim Wright (Welsh musician); 1967-07-31
No Escape; Tim Wright (Welsh musician); 1967-07-31
Mickey Mania; Tim Wright (Welsh musician); 1967-07-31
Magician's Castle; Tim Wright (Welsh musician); 1967-07-31
Wipeout; Tim Wright (Welsh musician); 1967-07-31
Flink; Tim Wright (Welsh musician); 1967-07-31
Wipeout 2097; Tim Wright (Welsh musician); 1967-07-31
Krazy Ivan; Tim Wright (Welsh musician); 1967-07-31
Formula One; Tim Wright (Welsh musician); 1967-07-31
Adidas PowerSport Soccer; Tim Wright (Welsh musician); 1967-07-31
Chomper; Tim Wright (Welsh musician); 1967-07-31
Thunder Truck Rally; Tim Wright (Welsh musician); 1967-07-31
Codename: Tenka; Tim Wright (Welsh musician); 1967-07-31
Colony Wars; Tim Wright (Welsh musician); 1967-07-31
Brainless; Tim Wright (Welsh musician); 1967-07-31
WipEout64; Tim Wright (Welsh musician); 1967-07-31
MUSIC: Music Creation for the PlayStation; Tim Wright (Welsh musician); 1967-07-31
Tellurian Defence; Tim Wright (Welsh musician); 1967-07-31
Music 2000 / MTV Music Generator; Tim Wright (Welsh musician); 1967-07-31
MTV Music Generator 2; Tim Wright (Welsh musician); 1967-07-31
Supertruck Racing; Tim Wright (Welsh musician); 1967-07-31
Pocket Music; Tim Wright (Welsh musician); 1967-07-31
Music 2002 Slinky Club Edition; Tim Wright (Welsh musician); 1967-07-31
Music 3000 / Funkmaster Flex's Digital Hitz Factory; Tim Wright (Welsh musician); 1967-07-31
Jet Set Willy; Tim Wright (Welsh musician); 1967-07-31
Wipeout Pure; Tim Wright (Welsh musician); 1967-07-31
Ring Factory; Tim Wright (Welsh musician); 1967-07-31
Dance eJay 7; Tim Wright (Welsh musician); 1967-07-31
HipHop eJay 6; Tim Wright (Welsh musician); 1967-07-31
Techno eJay 5; Tim Wright (Welsh musician); 1967-07-31
R&B eJay 1; Tim Wright (Welsh musician); 1967-07-31
eJay Virtual Music Studio; Tim Wright (Welsh musician); 1967-07-31
Sudoku; Tim Wright (Welsh musician); 1967-07-31
TT Superbike Legends; Tim Wright (Welsh musician); 1967-07-31
eJay eQuality; Tim Wright (Welsh musician); 1967-07-31
Spellbound Party; Tim Wright (Welsh musician); 1967-07-31
Spellbound; Tim Wright (Welsh musician); 1967-07-31
Gravity Crash; Tim Wright (Welsh musician); 1967-07-31
Sonic & Sega All-Stars Racing; Tim Wright (Welsh musician); 1967-07-31
Skillz; Tim Wright (Welsh musician); 1967-07-31
Sodium 2; Tim Wright (Welsh musician); 1967-07-31
Psychroma; Tim Wright (Welsh musician); 1967-07-31
Extreme Bingo; Tim Wright (Welsh musician); 1967-07-31
Adventure Dungeon; Tim Wright (Welsh musician); 1967-07-31
Travel Bug; Tim Wright (Welsh musician); 1967-07-31
Boxbeats; Tim Wright (Welsh musician); 1967-07-31
Table Top Racing; Tim Wright (Welsh musician); 1967-07-31
Write Your Own Music; Tim Wright (Welsh musician); 1967-07-31
Slipstream GX; Tim Wright (Welsh musician); 1967-07-31
Table Top Racing; Tim Wright (Welsh musician); 1967-07-31
Gravity Crash; Tim Wright (Welsh musician); 1967-07-31
Dynablaster Revenge; Tim Wright (Welsh musician); 1967-07-31
Gravity Crash Ultra; Tim Wright (Welsh musician); 1967-07-31
MELT; Tim Wright (Welsh musician); 1967-07-31
ANDROID CHILD; Tim Wright (Welsh musician); 1967-07-31
Gravity Crash Anthems; Tim Wright (Welsh musician); 1967-07-31
Tik Tak; Tim Wright (Welsh musician); 1967-07-31
AMIGA Revisited 2011; Tim Wright (Welsh musician); 1967-07-31
Chipfest 6 - The Rehearsal Tapes; Tim Wright (Welsh musician); 1967-07-31
6E 61 32; Tim Wright (Welsh musician); 1967-07-31
MUSICtm Demo Tracks; Tim Wright (Welsh musician); 1967-07-31
SLIPSTREAM Volume One; Tim Wright (Welsh musician); 1967-07-31
SLIPSTREAM Volume Two; Tim Wright (Welsh musician); 1967-07-31
STRIX MEMORIA ◔; Tim Wright (Welsh musician); 1967-07-31
DECADE; Tim Wright (Welsh musician); 1967-07-31
Overdrive Collection; Tim Wright (Welsh musician); 1967-07-31
SHADOW OF THE BEAST; Tim Wright (Welsh musician); 1967-07-31
Radiophonika; Tim Wright (Welsh musician); 1967-07-31
Shadow of The Beast MMXV; Tim Wright (Welsh musician); 1967-07-31
Ch'illout"; Tim Wright (Welsh musician); 1967-07-31
Henllan School Centenary; Tim Wright (Welsh musician); 1967-07-31
Albino 2 - The Red Eye Mix; Tim Wright (Welsh musician); 1967-07-31
Gravity Crash (Virtual Vinyl Digital Single); Tim Wright (Welsh musician); 1967-07-31
Rubber Band Boogie Woogie; Tim Wright (Welsh musician); 1967-07-31
Smile Inside; Tim Wright (Welsh musician); 1967-07-31
Dancing Dad - Christmas Hero!; Tim Wright (Welsh musician); 1967-07-31
Tangerine; Tim Wright (Welsh musician); 1967-07-31
Yin+Yang; Tim Wright (Welsh musician); 1967-07-31
Escape from Barkhaven; Tim Wright (Welsh musician); 1967-07-31
Evolution (Dirty War); Tim Wright (Welsh musician); 1967-07-31
CANADA E.P.; Tim Wright (Welsh musician); 1967-07-31
Orpheus - per due pianisti; Tim Wright (Welsh musician); 1967-07-31
Outersphere (I Feel So Alive!) / Boomerang; Tim Wright (Welsh musician); 1967-07-31
Torvolution; Tim Wright (Welsh musician); 1967-07-31
Beastly Adventures; Tim Wright (Welsh musician); 1967-07-31
New Year Song, "Here we are again..."; Tim Wright (Welsh musician); 1967-07-31
Brain Trainer - Hoopla Boopla Mix; Tim Wright (Welsh musician); 1967-07-31
CANADA - tilt shift EDM mix 2015; Tim Wright (Welsh musician); 1967-07-31
Momentus; Tim Wright (Welsh musician); 1967-07-31
Onyx - Brechdan Araf Mix; Tim Wright (Welsh musician); 1967-07-31
XTM - The Game Mix; Tim Wright (Welsh musician); 1967-07-31
CD Consoles - LE MAGAZINE DES SCREENAGERS: Music Collector 1; Tim Wright (Welsh musician); 1967-07-31
JOYPAD - le mag des consoles: Joypad CD LE BEST OF DE PSYGNOSIS; Tim Wright (Welsh musician); 1967-07-31
Psygnosis: The Future Is Now; Tim Wright (Welsh musician); 1967-07-31
Amiga Immortal 2; Tim Wright (Welsh musician); 1967-07-31
WipEout Pure: The Official Soundtrack; Tim Wright (Welsh musician); 1967-07-31
Amiga Immortal 3; Tim Wright (Welsh musician); 1967-07-31
Amiga Immortal 4; Tim Wright (Welsh musician); 1967-07-31
Velocity Ultra; Tim Wright (Welsh musician); 1967-07-31
Paula Agnus Denise; Tim Wright (Welsh musician); 1967-07-31
B.F.O. Drift [ Polka Dot Mix ]; Tim Wright (Welsh musician); 1967-07-31
Blank; Tim Wright (Welsh musician); 1967-07-31
Ski or Die; Tim Wright (Welsh musician); 1967-07-31
Determination (Bob Reynolds Sax Mix); Tim Wright (Welsh musician); 1967-07-31
Xanderful; Tim Wright (Welsh musician); 1967-07-31
Crazy Comets UpMix; Tim Wright (Welsh musician); 1967-07-31
Ocean Loader v2 - Upmix; Tim Wright (Welsh musician); 1967-07-31
Kid Gloves [ Castle ] The Toe-tapper's Up-Mix; Tim Wright (Welsh musician); 1967-07-31
Risky Woods - "El Pueblo" Cover Version; Tim Wright (Welsh musician); 1967-07-31
Cream of the Earth ( CoLD SToRAGE vs. Romeo Knight ); Tim Wright (Welsh musician); 1967-07-31
Super Twintris "Those 3" Tunes Up-Mix; Tim Wright (Welsh musician); 1967-07-31
Scorched Tanks - Horizon's Edge theme cover version; Tim Wright (Welsh musician); 1967-07-31
Stardust - tunnel theme cover version; Tim Wright (Welsh musician); 1967-07-31
Guardian title theme cover version; Tim Wright (Welsh musician); 1967-07-31
Traveller: RED; Tim Wright (Welsh musician); 1967-07-31
Jailbreak; Toby Fox; 1991-10-11
Bard Quest; Toby Fox; 1991-10-11
Problem Sleuth; Toby Fox; 1991-10-11
Homestuck; Toby Fox; 1991-10-11
Undertale; Toby Fox; 1991-10-11
Deltarune; Toby Fox; 1991-10-11
Virgin Games Greatest Hits, Vol. 1; Tommy Tallarico; 1968-02-18
Games Greatest Hits, Vol. 2; Tommy Tallarico; 1968-02-18
MDK Original Game Soundtrack; Tommy Tallarico; 1968-02-18
Tomorrow Never Dies (Video Game Original Soundtrack); Tommy Tallarico; 1968-02-18
Advent Rising (Music from the Video Game); Tommy Tallarico; 1968-02-18
Earthworm Jim Anthology; Tommy Tallarico; 1968-02-18
Video Games Live - Level 1; Tommy Tallarico; 1968-02-18
Video Games Live - Level 2; Tommy Tallarico; 1968-02-18
Tommy Tallarico - Treasures of the Deep (Original Video Game Soundtrack); Tommy Tallarico; 1968-02-18
Tommy Tallarico - Wild 9 Soundtrack; Tommy Tallarico; 1968-02-18
Video Games Live - Level 3; Tommy Tallarico; 1968-02-18
Video Games Live - Through Time and Space: Chrono Piano Album; Tommy Tallarico; 1968-02-18
Video Games Live - Level 4; Tommy Tallarico; 1968-02-18
Video Games Live - Zelda Majora's Mask Piano Album; Tommy Tallarico; 1968-02-18
Video Games Live - Level 5; Tommy Tallarico; 1968-02-18
OverBlood 2; Tomohito Nishiura; 1973-02-13
Dark Cloud; Tomohito Nishiura; 1973-02-13
Dark Chronicle; Tomohito Nishiura; 1973-02-13
Rogue Galaxy; Tomohito Nishiura; 1973-02-13
Professor Layton and the Curious Village; Tomohito Nishiura; 1973-02-13
Professor Layton and the Diabolical Box; Tomohito Nishiura; 1973-02-13
Professor Layton and the Unwound Future; Tomohito Nishiura; 1973-02-13
Professor Layton's London Life; Tomohito Nishiura; 1973-02-13
Professor Layton and the Last Specter; Tomohito Nishiura; 1973-02-13
Professor Layton and the Eternal Diva; Tomohito Nishiura; 1973-02-13
Professor Layton and the Miracle Mask; Tomohito Nishiura; 1973-02-13
Professor Layton vs. Ace Attorney; Tomohito Nishiura; 1973-02-13
Professor Layton and the Azran Legacy; Tomohito Nishiura; 1973-02-13
Layton's Mystery Journey; Tomohito Nishiura; 1973-02-13
Dark Cloud; Tomohito Nishiura; 1973-02-13
Dark Chronicle; Tomohito Nishiura; 1973-02-13
VIII: Journey of the Cursed King; Tomohito Nishiura; 1973-02-13
IX: Sentinels of the Starry Skies; Tomohito Nishiura; 1973-02-13
Inazuma Eleven; Tomohito Nishiura; 1973-02-13
2; Tomohito Nishiura; 1973-02-13
3; Tomohito Nishiura; 1973-02-13
Strikers; Tomohito Nishiura; 1973-02-13
GO; Tomohito Nishiura; 1973-02-13
Strikers 2012 Xtreme; Tomohito Nishiura; 1973-02-13
GO 2: Chrono Stone; Tomohito Nishiura; 1973-02-13
GO Strikers 2013; Tomohito Nishiura; 1973-02-13
GO 3: Galaxy; Tomohito Nishiura; 1973-02-13
Heroes' Great Road; Tomohito Nishiura; 1973-02-13
Dominion of the Dark Djinn; Tomohito Nishiura; 1973-02-13
Wrath of the White Witch; Tomohito Nishiura; 1973-02-13
II: Revenant Kingdom; Tomohito Nishiura; 1973-02-13
Curious Village; Tomohito Nishiura; 1973-02-13
Diabolical Box; Tomohito Nishiura; 1973-02-13
Unwound Future; Tomohito Nishiura; 1973-02-13
Last Specter; Tomohito Nishiura; 1973-02-13
Miracle Mask; Tomohito Nishiura; 1973-02-13
Mystery Room; Tomohito Nishiura; 1973-02-13
vs. Phoenix Wright: Ace Attorney; Tomohito Nishiura; 1973-02-13
Azran Legacy; Tomohito Nishiura; 1973-02-13
Layton's Mystery Journey; Tomohito Nishiura; 1973-02-13
White Knight Chronicles; Tomohito Nishiura; 1973-02-13
White Knight Chronicles II; Tomohito Nishiura; 1973-02-13
Yo-kai Watch; Tomohito Nishiura; 1973-02-13
Yo-kai Watch 2; Tomohito Nishiura; 1973-02-13
Yo-kai Watch Blasters; Tomohito Nishiura; 1973-02-13
Yo-kai Watch 3; Tomohito Nishiura; 1973-02-13
Yo-kai Watch 4; Tomohito Nishiura; 1973-02-13
Atamania; Tomohito Nishiura; 1973-02-13
Fantasy Life; Tomohito Nishiura; 1973-02-13
Guild; Tomohito Nishiura; 1973-02-13
Liberation Maiden; Tomohito Nishiura; 1973-02-13
Jeanne d'Arc; Tomohito Nishiura; 1973-02-13
Little Battlers Experience; Tomohito Nishiura; 1973-02-13
Mobile Suit Gundam AGE; Tomohito Nishiura; 1973-02-13
Rogue Galaxy; Tomohito Nishiura; 1973-02-13
The Snack World; Tomohito Nishiura; 1973-02-13
Time Travelers; Tomohito Nishiura; 1973-02-13
True Fantasy Live Online; Tomohito Nishiura; 1973-02-13
Ushiro; Tomohito Nishiura; 1973-02-13
Wonder Flick; Tomohito Nishiura; 1973-02-13
Sonic the Hedgehog; Tomoya Ohtani; 1974-07-01
2; Tomoya Ohtani; 1974-07-01
CD; Tomoya Ohtani; 1974-07-01
3; Tomoya Ohtani; 1974-07-01
& Knuckles; Tomoya Ohtani; 1974-07-01
3D Blast; Tomoya Ohtani; 1974-07-01
Jam; Tomoya Ohtani; 1974-07-01
R; Tomoya Ohtani; 1974-07-01
Adventure; Tomoya Ohtani; 1974-07-01
Adventure 2; Tomoya Ohtani; 1974-07-01
Pinball Party; Tomoya Ohtani; 1974-07-01
Battle; Tomoya Ohtani; 1974-07-01
Heroes; Tomoya Ohtani; 1974-07-01
Shadow the Hedgehog; Tomoya Ohtani; 1974-07-01
Riders; Tomoya Ohtani; 1974-07-01
'06; Tomoya Ohtani; 1974-07-01
Secret Rings; Tomoya Ohtani; 1974-07-01
Riders: Zero Gravity; Tomoya Ohtani; 1974-07-01
Unleashed; Tomoya Ohtani; 1974-07-01
Black Knight; Tomoya Ohtani; 1974-07-01
4: Episode I; Tomoya Ohtani; 1974-07-01
Free Riders; Tomoya Ohtani; 1974-07-01
Colors; Tomoya Ohtani; 1974-07-01
Generations; Tomoya Ohtani; 1974-07-01
4: Episode II; Tomoya Ohtani; 1974-07-01
Lost World; Tomoya Ohtani; 1974-07-01
Runners; Tomoya Ohtani; 1974-07-01
Forces; Tomoya Ohtani; 1974-07-01
Nights into Dreams; Tomoya Ohtani; 1974-07-01
Nights: Journey of Dreams; Tomoya Ohtani; 1974-07-01
Phantasy Star Online; Tomoya Ohtani; 1974-07-01
Online: C.A.R.D. Revolution; Tomoya Ohtani; 1974-07-01
Phantasy Star Universe; Tomoya Ohtani; 1974-07-01
Puyo Pop Fever; Tomoya Ohtani; 1974-07-01
Fever 2; Tomoya Ohtani; 1974-07-01
15th Anniversary; Tomoya Ohtani; 1974-07-01
7; Tomoya Ohtani; 1974-07-01
20th Anniversary; Tomoya Ohtani; 1974-07-01
Tetris; Tomoya Ohtani; 1974-07-01
Ristar; Tomoya Ohtani; 1974-07-01
Burning Rangers; Tomoya Ohtani; 1974-07-01
ChuChu Rocket!; Tomoya Ohtani; 1974-07-01
Samba de Amigo; Tomoya Ohtani; 1974-07-01
Billy Hatcher and the Giant Egg; Tomoya Ohtani; 1974-07-01
Astro Boy; Tomoya Ohtani; 1974-07-01
Sega Superstars; Tomoya Ohtani; 1974-07-01
Feel the Magic: XY/XX; Tomoya Ohtani; 1974-07-01
The Rub Rabbits!; Tomoya Ohtani; 1974-07-01
Project Sakura Wars; Tomoya Ohtani; 1974-07-01
The Legend of Zelda; Toru Minegishi; n/a
The Adventure of Link; Toru Minegishi; n/a
A Link to the Past; Toru Minegishi; n/a
Ocarina of Time; Toru Minegishi; n/a
Majora's Mask; Toru Minegishi; n/a
The Wind Waker; Toru Minegishi; n/a
Four Swords Adventures; Toru Minegishi; n/a
Twilight Princess; Toru Minegishi; n/a
Skyward Sword; Toru Minegishi; n/a
Breath of the Wild; Toru Minegishi; n/a
Link's Awakening; Toru Minegishi; n/a
The Minish Cap; Toru Minegishi; n/a
Phantom Hourglass; Toru Minegishi; n/a
