Soundtrack;Composer;Composer Birthday
Skillz;Tim Wright;1967-07-31
Sodium 2;Tim Wright;1967-07-31
Psychroma;Tim Wright;1967-07-31
Extreme Bingo;Tim Wright;1967-07-31
Adventure Dungeon;Tim Wright;1967-07-31
Travel Bug;Tim Wright;1967-07-31
Boxbeats;Tim Wright;1967-07-31
Table Top Racing;Tim Wright;1967-07-31
Write Your Own Music;Tim Wright;1967-07-31
Slipstream Gx;Tim Wright;1967-07-31
Table Top Racing;Tim Wright;1967-07-31
Gravity Crash;Tim Wright;1967-07-31
Dynablaster Revenge;Tim Wright;1967-07-31
Gravity Crash Ultra;Tim Wright;1967-07-31
Melt;Tim Wright;1967-07-31
Android Child;Tim Wright;1967-07-31
Gravity Crash Anthems;Tim Wright;1967-07-31
Tik Tak;Tim Wright;1967-07-31
Amiga Revisited 2011;Tim Wright;1967-07-31
Chipfest 6 - The Rehearsal Tapes;Tim Wright;1967-07-31
6e 61 32;Tim Wright;1967-07-31
Musictm Demo Tracks;Tim Wright;1967-07-31
Slipstream Volume One;Tim Wright;1967-07-31
Slipstream Volume Two;Tim Wright;1967-07-31
Strix Memoria;Tim Wright;1967-07-31
Decade;Tim Wright;1967-07-31
Overdrive Collection;Tim Wright;1967-07-31
Shadow Of The Beast;Tim Wright;1967-07-31
Radiophonika;Tim Wright;1967-07-31
Shadow Of The Beast Mmxv;Tim Wright;1967-07-31
Ch'illout;Tim Wright;1967-07-31
Henllan School Centenary;Tim Wright;1967-07-31
Albino 2 - The Red Eye Mix;Tim Wright;1967-07-31
Gravity Crash (virtual Vinyl Digital Single);Tim Wright;1967-07-31
Rubber Band Boogie Woogie;Tim Wright;1967-07-31
Smile Inside;Tim Wright;1967-07-31
Dancing Dad - Christmas Hero!;Tim Wright;1967-07-31
Tangerine;Tim Wright;1967-07-31
Yin+yang;Tim Wright;1967-07-31
Escape From Barkhaven;Tim Wright;1967-07-31
Evolution (dirty War);Tim Wright;1967-07-31
Canada E.P.;Tim Wright;1967-07-31
Orpheus - Per Due Pianisti;Tim Wright;1967-07-31
Outersphere (i Feel So Alive!) / Boomerang;Tim Wright;1967-07-31
Torvolution;Tim Wright;1967-07-31
Beastly Adventures;Tim Wright;1967-07-31
New Year Song, here We Are Again...;Tim Wright;1967-07-31
Brain Trainer - Hoopla Boopla Mix;Tim Wright;1967-07-31
Canada - Tilt Shift Edm Mix 2015;Tim Wright;1967-07-31
Momentus;Tim Wright;1967-07-31
Onyx - Brechdan Araf Mix;Tim Wright;1967-07-31
Xtm - The Game Mix;Tim Wright;1967-07-31
Cd Consoles - Le Magazine Des Screenagers: Music Collector 1;Tim Wright;1967-07-31
Joypad - Le Mag Des Consoles: Joypad Cd Le Best Of De Psygnosis;Tim Wright;1967-07-31
Psygnosis: The Future Is Now;Tim Wright;1967-07-31
Amiga Immortal 2;Tim Wright;1967-07-31
Wipeout Pure: The Official Soundtrack;Tim Wright;1967-07-31
Amiga Immortal 3;Tim Wright;1967-07-31
Amiga Immortal 4;Tim Wright;1967-07-31
Velocity Ultra;Tim Wright;1967-07-31
Paula Agnus Denise;Tim Wright;1967-07-31
B.F.O. Drift [ Polka Dot Mix ];Tim Wright;1967-07-31
Blank;Tim Wright;1967-07-31
Ski Or Die;Tim Wright;1967-07-31
Determination (bob Reynolds Sax Mix);Tim Wright;1967-07-31
Xanderful;Tim Wright;1967-07-31
Crazy Comets Upmix;Tim Wright;1967-07-31
Ocean Loader V2 - Upmix;Tim Wright;1967-07-31
Kid Gloves [ Castle ] The Toe-tapper's Up-mix;Tim Wright;1967-07-31
"Risky Woods - ""el Pueblo"" Cover Version";Tim Wright;1967-07-31
Cream Of The Earth ( Cold Storage Vs. Romeo Knight );Tim Wright;1967-07-31
"Super Twintris ""those 3"" Tunes Up-mix";Tim Wright;1967-07-31
Scorched Tanks - Horizon's Edge Theme Cover Version;Tim Wright;1967-07-31
Stardust - Tunnel Theme Cover Version;Tim Wright;1967-07-31
Guardian Title Theme Cover Version;Tim Wright;1967-07-31
Traveller: Red;Tim Wright;1967-07-31
Jailbreak;Toby Fox;1991-10-11
Bard Quest;Toby Fox;1991-10-11
Problem Sleuth;Toby Fox;1991-10-11
Homestuck;Toby Fox;1991-10-11
Undertale;Toby Fox;1991-10-11
Deltarune;Toby Fox;1991-10-11
Virgin Games Greatest Hits, Vol. 1;Tommy Tallarico;1968-02-18
Games Greatest Hits, Vol. 2;Tommy Tallarico;1968-02-18
Mdk Original Game Soundtrack;Tommy Tallarico;1968-02-18
Tomorrow Never Dies (video Game Original Soundtrack);Tommy Tallarico;1968-02-18
Advent Rising (music From The Video Game);Tommy Tallarico;1968-02-18
Earthworm Jim Anthology;Tommy Tallarico;1968-02-18
Video Games Live - Level 1;Tommy Tallarico;1968-02-18
Video Games Live - Level 2;Tommy Tallarico;1968-02-18
Tommy Tallarico - Treasures Of The Deep (original Video Game Soundtrack);Tommy Tallarico;1968-02-18
Tommy Tallarico - Wild 9 Soundtrack;Tommy Tallarico;1968-02-18
Video Games Live - Level 3;Tommy Tallarico;1968-02-18
Video Games Live - Through Time And Space: Chrono Piano Album;Tommy Tallarico;1968-02-18
Video Games Live - Level 4;Tommy Tallarico;1968-02-18
Video Games Live - Zelda Majora's Mask Piano Album;Tommy Tallarico;1968-02-18
Video Games Live - Level 5;Tommy Tallarico;1968-02-18
Overblood 2;Tomohito Nishiura;1973-02-13
Dark Cloud;Tomohito Nishiura;1973-02-13
Dark Chronicle;Tomohito Nishiura;1973-02-13
Rogue Galaxy;Tomohito Nishiura;1973-02-13
Professor Layton And The Curious Village;Tomohito Nishiura;1973-02-13
Professor Layton And The Diabolical Box;Tomohito Nishiura;1973-02-13
Professor Layton And The Unwound Future;Tomohito Nishiura;1973-02-13
Professor Layton's London Life;Tomohito Nishiura;1973-02-13
Professor Layton And The Last Specter;Tomohito Nishiura;1973-02-13
Professor Layton And The Eternal Diva;Tomohito Nishiura;1973-02-13
Professor Layton And The Miracle Mask;Tomohito Nishiura;1973-02-13
Professor Layton Vs. Ace Attorney;Tomohito Nishiura;1973-02-13
Professor Layton And The Azran Legacy;Tomohito Nishiura;1973-02-13
Layton's Mystery Journey;Tomohito Nishiura;1973-02-13
Dark Cloud;Tomohito Nishiura;1973-02-13
Dark Chronicle;Tomohito Nishiura;1973-02-13
Viii: Journey Of The Cursed King;Tomohito Nishiura;1973-02-13
Ix: Sentinels Of The Starry Skies;Tomohito Nishiura;1973-02-13
Inazuma Eleven;Tomohito Nishiura;1973-02-13
2;Tomohito Nishiura;1973-02-13
3;Tomohito Nishiura;1973-02-13
Strikers;Tomohito Nishiura;1973-02-13
Go;Tomohito Nishiura;1973-02-13
Strikers 2012 Xtreme;Tomohito Nishiura;1973-02-13
Go 2: Chrono Stone;Tomohito Nishiura;1973-02-13
Go Strikers 2013;Tomohito Nishiura;1973-02-13
Go 3: Galaxy;Tomohito Nishiura;1973-02-13
Heroes' Great Road;Tomohito Nishiura;1973-02-13
Dominion Of The Dark Djinn;Tomohito Nishiura;1973-02-13
Wrath Of The White Witch;Tomohito Nishiura;1973-02-13
Ii: Revenant Kingdom;Tomohito Nishiura;1973-02-13
Curious Village;Tomohito Nishiura;1973-02-13
Diabolical Box;Tomohito Nishiura;1973-02-13
Unwound Future;Tomohito Nishiura;1973-02-13
Last Specter;Tomohito Nishiura;1973-02-13
Miracle Mask;Tomohito Nishiura;1973-02-13
Mystery Room;Tomohito Nishiura;1973-02-13
Vs. Phoenix Wright: Ace Attorney;Tomohito Nishiura;1973-02-13
Azran Legacy;Tomohito Nishiura;1973-02-13
Layton's Mystery Journey;Tomohito Nishiura;1973-02-13
White Knight Chronicles;Tomohito Nishiura;1973-02-13
White Knight Chronicles Ii;Tomohito Nishiura;1973-02-13
Yo-kai Watch;Tomohito Nishiura;1973-02-13
Yo-kai Watch 2;Tomohito Nishiura;1973-02-13
Yo-kai Watch Blasters;Tomohito Nishiura;1973-02-13
Yo-kai Watch 3;Tomohito Nishiura;1973-02-13
Yo-kai Watch 4;Tomohito Nishiura;1973-02-13
Atamania;Tomohito Nishiura;1973-02-13
Fantasy Life;Tomohito Nishiura;1973-02-13
Guild;Tomohito Nishiura;1973-02-13
Liberation Maiden;Tomohito Nishiura;1973-02-13
Jeanne D'arc;Tomohito Nishiura;1973-02-13
Little Battlers Experience;Tomohito Nishiura;1973-02-13
Mobile Suit Gundam Age;Tomohito Nishiura;1973-02-13
Rogue Galaxy;Tomohito Nishiura;1973-02-13
The Snack World;Tomohito Nishiura;1973-02-13
Time Travelers;Tomohito Nishiura;1973-02-13
True Fantasy Live Online;Tomohito Nishiura;1973-02-13
Ushiro;Tomohito Nishiura;1973-02-13
Wonder Flick;Tomohito Nishiura;1973-02-13
Sonic The Hedgehog;Tomoya Ohtani;1974-07-01
2;Tomoya Ohtani;1974-07-01
Cd;Tomoya Ohtani;1974-07-01
3;Tomoya Ohtani;1974-07-01
3d Blast;Tomoya Ohtani;1974-07-01
Jam;Tomoya Ohtani;1974-07-01
R;Tomoya Ohtani;1974-07-01
Adventure;Tomoya Ohtani;1974-07-01
Adventure 2;Tomoya Ohtani;1974-07-01
Pinball Party;Tomoya Ohtani;1974-07-01
Battle;Tomoya Ohtani;1974-07-01
Heroes;Tomoya Ohtani;1974-07-01
Shadow The Hedgehog;Tomoya Ohtani;1974-07-01
Riders;Tomoya Ohtani;1974-07-01
Secret Rings;Tomoya Ohtani;1974-07-01
Riders: Zero Gravity;Tomoya Ohtani;1974-07-01
Unleashed;Tomoya Ohtani;1974-07-01
Black Knight;Tomoya Ohtani;1974-07-01
4: Episode I;Tomoya Ohtani;1974-07-01
Free Riders;Tomoya Ohtani;1974-07-01
Colors;Tomoya Ohtani;1974-07-01
Generations;Tomoya Ohtani;1974-07-01
4: Episode Ii;Tomoya Ohtani;1974-07-01
Lost World;Tomoya Ohtani;1974-07-01
Runners;Tomoya Ohtani;1974-07-01
Forces;Tomoya Ohtani;1974-07-01
Nights Into Dreams;Tomoya Ohtani;1974-07-01
Nights: Journey Of Dreams;Tomoya Ohtani;1974-07-01
Phantasy Star Online;Tomoya Ohtani;1974-07-01
Online: C.A.R.D. Revolution;Tomoya Ohtani;1974-07-01
Phantasy Star Universe;Tomoya Ohtani;1974-07-01
Puyo Pop Fever;Tomoya Ohtani;1974-07-01
Fever 2;Tomoya Ohtani;1974-07-01
15th Anniversary;Tomoya Ohtani;1974-07-01
7;Tomoya Ohtani;1974-07-01
20th Anniversary;Tomoya Ohtani;1974-07-01
Tetris;Tomoya Ohtani;1974-07-01
Ristar;Tomoya Ohtani;1974-07-01
Burning Rangers;Tomoya Ohtani;1974-07-01
Chuchu Rocket!;Tomoya Ohtani;1974-07-01
Samba De Amigo;Tomoya Ohtani;1974-07-01
Billy Hatcher And The Giant Egg;Tomoya Ohtani;1974-07-01
Astro Boy;Tomoya Ohtani;1974-07-01
Sega Superstars;Tomoya Ohtani;1974-07-01
Feel The Magic: Xy/xx;Tomoya Ohtani;1974-07-01
The Rub Rabbits!;Tomoya Ohtani;1974-07-01
Project Sakura Wars;Tomoya Ohtani;1974-07-01
The Legend Of Zelda;Toru Minegishi;n/a
The Adventure Of Link;Toru Minegishi;n/a
A Link To The Past;Toru Minegishi;n/a
Ocarina Of Time;Toru Minegishi;n/a
Majora's Mask;Toru Minegishi;n/a
The Wind Waker;Toru Minegishi;n/a
Four Swords Adventures;Toru Minegishi;n/a
Twilight Princess;Toru Minegishi;n/a
Skyward Sword;Toru Minegishi;n/a
Breath Of The Wild;Toru Minegishi;n/a
Link's Awakening;Toru Minegishi;n/a
The Minish Cap;Toru Minegishi;n/a
Phantom Hourglass;Toru Minegishi;n/a
Spirit Tracks;Toru Minegishi;n/a
A Link Between Worlds;Toru Minegishi;n/a
Tri Force Heroes;Toru Minegishi;n/a
Ocarina Of Time 3d;Toru Minegishi;n/a
The Wind Waker Hd;Toru Minegishi;n/a
Majora's Mask 3d;Toru Minegishi;n/a
Twilight Princess Hd;Toru Minegishi;n/a
Link's Awakening;Toru Minegishi;n/a
Zelda's Adventure;Toru Minegishi;n/a
Freshly-picked Tingle's Rosy Rupeeland;Toru Minegishi;n/a
Link's Crossbow Training;Toru Minegishi;n/a
Irodzuki Tingle No Koi No Balloon Trip;Toru Minegishi;n/a
Hyrule Warriors;Toru Minegishi;n/a
Cadence Of Hyrule;Toru Minegishi;n/a
Hyrule Historia;Toru Minegishi;n/a
Super Smash Bros.;Toru Minegishi;n/a
Mario Kart 8;Toru Minegishi;n/a
Nintendo Land;Toru Minegishi;n/a
Soulcalibur Ii;Toru Minegishi;n/a
Diablo Iii;Toru Minegishi;n/a
Akazukin Chacha;Toshihiko Sahashi;n/a
Angel Links;Toshihiko Sahashi;n/a
The Big O;Toshihiko Sahashi;n/a
Black Blood Brothers;Toshihiko Sahashi;n/a
Blue Stinger;Toshihiko Sahashi;n/a
Burn-up Scramble;Toshihiko Sahashi;n/a
Capeta;Toshihiko Sahashi;n/a
Carried By The Wind: Tsukikage Ran;Toshihiko Sahashi;n/a
Cooking Papa;Toshihiko Sahashi;n/a
Cosprayers;Toshihiko Sahashi;n/a
Cutie Honey Flash;Toshihiko Sahashi;n/a
Element Hunters;Toshihiko Sahashi;n/a
Fatal Fury 2: The New Battle;Toshihiko Sahashi;n/a
Fatal Fury: Legend Of The Hungry Wolf;Toshihiko Sahashi;n/a
Fatal Fury: The Motion Picture;Toshihiko Sahashi;n/a
Full Metal Panic!;Toshihiko Sahashi;n/a
Full Metal Panic? Fumoffu;Toshihiko Sahashi;n/a
Future Gpx Cyber Formula Saga;Toshihiko Sahashi;n/a
Future Gpx Cyber Formula Sin;Toshihiko Sahashi;n/a
Gear Fighter Dendoh;Toshihiko Sahashi;n/a
Gekisou Sentai Carranger;Toshihiko Sahashi;n/a
Genji Tsushin Agedama;Toshihiko Sahashi;n/a
Ghost Sweeper Mikami;Toshihiko Sahashi;n/a
Gunslinger Girl;Toshihiko Sahashi;n/a
Hao Taikei Ryu Knight;Toshihiko Sahashi;n/a
Hit O Nerae!;Toshihiko Sahashi;n/a
Hunter X Hunter;Toshihiko Sahashi;n/a
Hunter X Hunter;Toshihiko Sahashi;n/a
Kamen Rider Agito;Toshihiko Sahashi;n/a
Kamen Rider Den-o;Toshihiko Sahashi;n/a
Kamen Rider Kuuga;Toshihiko Sahashi;n/a
Kamen Rider Hibiki;Toshihiko Sahashi;n/a
Kamen Rider Zi-o;Toshihiko Sahashi;n/a
Kishin Corps;Toshihiko Sahashi;n/a
Kochira Katsushika-ku Kameari Koen-mae Hashutsujo;Toshihiko Sahashi;n/a
Kochira Katsushika-ku Kameari Koen-mae Hashutsujo: The Movie;Toshihiko Sahashi;n/a
Legend Of Crystania;Toshihiko Sahashi;n/a
Love Love?;Toshihiko Sahashi;n/a
Magic Knight Rayearth;Toshihiko Sahashi;n/a
Majin And The Forsaken Kingdom;Toshihiko Sahashi;n/a
Mashin Hero Wataru;Toshihiko Sahashi;n/a
Mobile Suit Gundam Seed;Toshihiko Sahashi;n/a
Mobile Suit Gundam Seed: Special Edition;Toshihiko Sahashi;n/a
Mobile Suit Gundam Seed Destiny;Toshihiko Sahashi;n/a
Mobile Suit Gundam Seed Destiny: Special Edition;Toshihiko Sahashi;n/a
Reborn!;Toshihiko Sahashi;n/a
Rizelmine;Toshihiko Sahashi;n/a
Sacred Seven;Toshihiko Sahashi;n/a
Saint Seiya: Saintia Sho;Toshihiko Sahashi;n/a
Saint Seiya: Soul Of Gold;Toshihiko Sahashi;n/a
Saint Seiya Omega;Toshihiko Sahashi;n/a
Seijuu Sentai Gingaman;Toshihiko Sahashi;n/a
Steel Angel Kurumi;Toshihiko Sahashi;n/a
Superior Ultraman 8 Brothers;Toshihiko Sahashi;n/a
The Cosmopolitan Prayers;Toshihiko Sahashi;n/a
Tomica Hero: Rescue Fire;Toshihiko Sahashi;n/a
Ultraman: The Ultimate Hero;Toshihiko Sahashi;n/a
Ultraman Gaia;Toshihiko Sahashi;n/a
Ultraman Mebius;Toshihiko Sahashi;n/a
Ultraman Mebius & Ultraman Brothers;Toshihiko Sahashi;n/a
Ultra Galaxy Mega Monster Battle;Toshihiko Sahashi;n/a
Vampiyan Kids;Toshihiko Sahashi;n/a
Whistle!;Toshihiko Sahashi;n/a
Zipang;Toshihiko Sahashi;n/a
Zyuden Sentai Kyoryuger;Toshihiko Sahashi;n/a
Pretty Hate Machine;Trent Reznor;1965-05-17
The Downward Spiral;Trent Reznor;1965-05-17
The Fragile;Trent Reznor;1965-05-17
With Teeth;Trent Reznor;1965-05-17
Year Zero;Trent Reznor;1965-05-17
Ghosts I-iv;Trent Reznor;1965-05-17
The Slip;Trent Reznor;1965-05-17
Hesitation Marks;Trent Reznor;1965-05-17
Bad Witch;Trent Reznor;1965-05-17
Welcome Oblivion;Trent Reznor;1965-05-17
Pretty Hate Machine;Trent Reznor;1965-05-17
The Downward Spiral;Trent Reznor;1965-05-17
The Fragile;Trent Reznor;1965-05-17
With Teeth;Trent Reznor;1965-05-17
Year Zero;Trent Reznor;1965-05-17
Ghosts I-iv;Trent Reznor;1965-05-17
The Slip;Trent Reznor;1965-05-17
Hesitation Marks;Trent Reznor;1965-05-17
Bad Witch;Trent Reznor;1965-05-17
Broken;Trent Reznor;1965-05-17
Fixed;Trent Reznor;1965-05-17
Live 2013 Ep;Trent Reznor;1965-05-17
Remix 2014 Ep;Trent Reznor;1965-05-17
Not The Actual Events;Trent Reznor;1965-05-17
Add Violence;Trent Reznor;1965-05-17
Closure;Trent Reznor;1965-05-17
And All That Could Have Been;Trent Reznor;1965-05-17
Beside You In Time;Trent Reznor;1965-05-17
Further Down The Spiral;Trent Reznor;1965-05-17
Things Falling Apart;Trent Reznor;1965-05-17
Year Zero Remixed;Trent Reznor;1965-05-17
Halo I-iv;Trent Reznor;1965-05-17
Lights In The Sky: Over North America 2008 Tour Sampler;Trent Reznor;1965-05-17
Ninja 2009 Tour Sampler;Trent Reznor;1965-05-17
The Fragile: Deviations 1;Trent Reznor;1965-05-17
Quake;Trent Reznor;1965-05-17
Year Zero;Trent Reznor;1965-05-17
Nine Inch Nails Revenge;Trent Reznor;1965-05-17
Natural Born Killers;Trent Reznor;1965-05-17
Lost Highway;Trent Reznor;1965-05-17
Pretty Eight Machine;Trent Reznor;1965-05-17
Radiant Decay;Trent Reznor;1965-05-17
Recoiled;Trent Reznor;1965-05-17
Another Version Of The Truth;Trent Reznor;1965-05-17
Welcome Oblivion;Trent Reznor;1965-05-17
How To Destroy Angels;Trent Reznor;1965-05-17
An Omen Ep;Trent Reznor;1965-05-17
The Social Network;Trent Reznor;1965-05-17
The Girl With The Dragon Tattoo;Trent Reznor;1965-05-17
Gone Girl;Trent Reznor;1965-05-17
Before The Flood;Trent Reznor;1965-05-17
Patriots Day;Trent Reznor;1965-05-17
The Vietnam War;Trent Reznor;1965-05-17
Mid90s;Trent Reznor;1965-05-17
Bird Box;Trent Reznor;1965-05-17
The Woman In The Window;Trent Reznor;1965-05-17
Watchmen;Trent Reznor;1965-05-17
Soul;Trent Reznor;1965-05-17
Natural Born Killers;Trent Reznor;1965-05-17
Quake;Trent Reznor;1965-05-17
Lost Highway;Trent Reznor;1965-05-17
Tetsuo: The Bullet Man;Trent Reznor;1965-05-17
Call Of Duty: Black Ops Ii;Trent Reznor;1965-05-17
Touching Evil;Trent Reznor;1965-05-17
New York, I Love You;Trent Reznor;1965-05-17
The Book Of Eli;Trent Reznor;1965-05-17
Days Of Grace;Trent Reznor;1965-05-17
Broken City;Trent Reznor;1965-05-17
Love & Mercy;Trent Reznor;1965-05-17
Blackhat;Trent Reznor;1965-05-17
Almost Holy;Trent Reznor;1965-05-17
Fear The Walking Dead;Trent Reznor;1965-05-17
Triple 9;Trent Reznor;1965-05-17
Outcast;Trent Reznor;1965-05-17
Fifa 17;Trent Reznor;1965-05-17
The Defiant Ones;Trent Reznor;1965-05-17
Manhunt: Unabomber;Trent Reznor;1965-05-17
Death Note;Trent Reznor;1965-05-17
Black Mirror;Trent Reznor;1965-05-17
A Million Little Pieces;Trent Reznor;1965-05-17
The Crow;Trent Reznor;1965-05-17
The Fourth Estate;Trent Reznor;1965-05-17
Spoon Breakfast;Trent Reznor;1965-05-17
Commercial Music Blizzard / Overwatch;Troels Brun Folmann;1974-01-10
Commercial Music For Tesla Motors;Troels Brun Folmann;1974-01-10
Counter Strike: Global Offensive;Troels Brun Folmann;1974-01-10
Transformers: Rise Of The Dark Spark;Troels Brun Folmann;1974-01-10
Transformers: Fall Of Cybertron;Troels Brun Folmann;1974-01-10
Carrier Command: Gaea Mission;Troels Brun Folmann;1974-01-10
Needs For Speed;Troels Brun Folmann;1974-01-10
Lara Croft And The Guardian Of Light;Troels Brun Folmann;1974-01-10
Legend;Troels Brun Folmann;1974-01-10
Anniversary;Troels Brun Folmann;1974-01-10
Underworld;Troels Brun Folmann;1974-01-10
Tomb Raider: Underworld;Troels Brun Folmann;1974-01-10
Main Theme;Troels Brun Folmann;1974-01-10
Tomb Raider: Anniversary;Troels Brun Folmann;1974-01-10
Tomb Raider: Legend;Troels Brun Folmann;1974-01-10
Project Snowblind;Troels Brun Folmann;1974-01-10
Robin Hood: Defender Of The Crown;Troels Brun Folmann;1974-01-10
America's Got Talent;Troels Brun Folmann;1974-01-10
Batman Arkham Asylum;Troels Brun Folmann;1974-01-10
Kings;Troels Brun Folmann;1974-01-10
Valkyrie;Troels Brun Folmann;1974-01-10
10,000 Bc;Troels Brun Folmann;1974-01-10
Pirates Of The Caribbean: At World's End;Troels Brun Folmann;1974-01-10
The Last Mimzy;Troels Brun Folmann;1974-01-10
Spider-man 3;Troels Brun Folmann;1974-01-10
X-men: The Last Stand;Troels Brun Folmann;1974-01-10
The Illusionist;Troels Brun Folmann;1974-01-10
Druid;Tsukasa Tawada;n/a
Dogfight Spirit;Tsukasa Tawada;n/a
Maniac Mansion;Tsukasa Tawada;n/a
Plus Alpha;Tsukasa Tawada;n/a
Rod Land;Tsukasa Tawada;n/a
Cadillac;Tsukasa Tawada;n/a
Jajamaru Gekimaden: Maboroshi No Kinmajou;Tsukasa Tawada;n/a
Dungeon Master;Tsukasa Tawada;n/a
Earth Defense Force;Tsukasa Tawada;n/a
Fortified Zone;Tsukasa Tawada;n/a
Whomp 'em;Tsukasa Tawada;n/a
Moon Crystal;Tsukasa Tawada;n/a
Ihatovo Monogatari;Tsukasa Tawada;n/a
Thoroughbred Breeder (series);Tsukasa Tawada;n/a
Keio Flying Squadron;Tsukasa Tawada;n/a
Dungeon Master Ii;Tsukasa Tawada;n/a
Keio Flying Squadron 2;Tsukasa Tawada;n/a
Universal Nuts;Tsukasa Tawada;n/a
Keio Yuugekitai Gaiden Rami-chan No Oedo Sugoroku;Tsukasa Tawada;n/a
Zigzag Ball (1998);Tsukasa Tawada;n/a
Dungeon Master Nexus;Tsukasa Tawada;n/a
Pokemon Colosseum;Tsukasa Tawada;n/a
Pokemon Xd: Gale Of Darkness;Tsukasa Tawada;n/a
Pokemon Trozei!;Tsukasa Tawada;n/a
Pokemon Battle Revolution;Tsukasa Tawada;n/a
Pokemon Battle Trozei;Tsukasa Tawada;n/a
Harvest Moon: The Lost Valley;Tsukasa Tawada;n/a
Pokemon Shuffle;Tsukasa Tawada;n/a
Dragon Quest Iii;Tsukasa Tawada;n/a
Dragon Quest Vi;Tsukasa Tawada;n/a
Dragon Quest Iv;Tsukasa Tawada;n/a
Dragon Quest Vii;Tsukasa Tawada;n/a
Ten Plants;Tsukasa Tawada;n/a
Motocross Maniacs;Tsuyoshi Sekito;1963-04-03
Space Manbow;Tsuyoshi Sekito;1963-04-03
Sd Snatcher;Tsuyoshi Sekito;1963-04-03
Metal Gear 2: Solid Snake;Tsuyoshi Sekito;1963-04-03
Double Dribble: 5-on-5;Tsuyoshi Sekito;1963-04-03
Teenage Mutant Ninja Turtles Ii: Back From The Sewers;Tsuyoshi Sekito;1963-04-03
Tiny Toon Adventures: Buster's Hidden Treasure;Tsuyoshi Sekito;1963-04-03
Lethal Enforcers Ii: Gunfighters;Tsuyoshi Sekito;1963-04-03
Soccer Superstars;Tsuyoshi Sekito;1963-04-03
Brave Fencer Musashi;Tsuyoshi Sekito;1963-04-03
Chocobo's Dungeon 2;Tsuyoshi Sekito;1963-04-03
Chrono Trigger;Tsuyoshi Sekito;1963-04-03
All Star Pro-wrestling;Tsuyoshi Sekito;1963-04-03
All Star Pro-wrestling Ii;Tsuyoshi Sekito;1963-04-03
All Star Pro-wrestling Iii;Tsuyoshi Sekito;1963-04-03
Romancing Saga -minstrel Song-;Tsuyoshi Sekito;1963-04-03
Hanjuku Hero 4: 7-jin No Hanjuku Hero;Tsuyoshi Sekito;1963-04-03
Dawn Of Mana;Tsuyoshi Sekito;1963-04-03
The Last Remnant;Tsuyoshi Sekito;1963-04-03
Gyromancer;Tsuyoshi Sekito;1963-04-03
Death By Cube;Tsuyoshi Sekito;1963-04-03
Kingdom Hearts: Birth By Sleep;Tsuyoshi Sekito;1963-04-03
The 3rd Birthday;Tsuyoshi Sekito;1963-04-03
Fantasy Earth: Zero Chronicles Ost;Tsuyoshi Sekito;1963-04-03
Mindjack;Tsuyoshi Sekito;1963-04-03
Kingdom Hearts 3d: Dream Drop Distance;Tsuyoshi Sekito;1963-04-03
Rise Of Mana;Tsuyoshi Sekito;1963-04-03
Final Fantasy Explorers;Tsuyoshi Sekito;1963-04-03
Kingdom Hearts Iii;Tsuyoshi Sekito;1963-04-03
Final Fantasy Chronicles;Tsuyoshi Sekito;1963-04-03
Final Fantasy Origins;Tsuyoshi Sekito;1963-04-03
Front Mission Online;Tsuyoshi Sekito;1963-04-03
Final Fantasy Iii;Tsuyoshi Sekito;1963-04-03
Dissidia: Final Fantasy;Tsuyoshi Sekito;1963-04-03
Dissidia 012 Final Fantasy;Tsuyoshi Sekito;1963-04-03
Lord Of Vermilion Re:2;Tsuyoshi Sekito;1963-04-03
Dissidia Final Fantasy;Tsuyoshi Sekito;1963-04-03
Secret Of Mana;Tsuyoshi Sekito;1963-04-03
Final Fantasy Vii Advent Children;Tsuyoshi Sekito;1963-04-03
Final Fantasy Vii Advent Children Complete;Tsuyoshi Sekito;1963-04-03
Feel/go Dream: Yuna & Tidus;Tsuyoshi Sekito;1963-04-03
The Black Mages;Tsuyoshi Sekito;1963-04-03
The Black Mages Ii: The Skies Above;Tsuyoshi Sekito;1963-04-03
The Black Mages Iii: Darkness And Starlight;Tsuyoshi Sekito;1963-04-03
Interactive Achievement Award;Winifred Phillips;n/a
G-phoria Award;Winifred Phillips;n/a
